Zeitschritt,X,Y,Umgebung,Anpassung,Effizienz,Mobilität,Energie,Alter,Lebendig,Kategorie,Datei
1600,45,1,WÜSTE,0.569,1.706,1.746,100.0,0,1,steps,ca_detail_1762512804294
2000,22,28,WALD,1.054,2.0,2.0,200.0,448,1,population,ca_detail_1762512974066-pop1
1600,5,28,OZEAN,1.454,2.0,2.0,125.39,103,1,steps,ca_detail_1762512804294
2000,1,47,TUNDRA,1.257,1.397,2.0,64.53,8,1,population,ca_detail_1762513249309-pop1250
2000,42,40,WÜSTE,0.929,2.0,1.033,31.8,11,1,steps,ca_detail_1762512849242
2000,30,2,OZEAN,1.788,2.0,0.5,195.04,9,1,same,ca_detail_1762512370832
2000,26,45,WÜSTE,1.753,2.0,1.385,196.83,503,1,seed,ca_detail_1762512483895
2000,28,23,TUNDRA,1.966,1.032,2.0,34.37,9,1,seed,ca_detail_1762512483895
2000,34,22,GEBIRGE,0.973,2.0,0.95,200.0,203,1,same,ca_detail_1762512398038
2000,33,18,GEBIRGE,1.454,2.0,0.575,200.0,340,1,seed,ca_detail_1762512483895
2000,1,35,GRASLAND,0.5,1.628,0.996,200.0,472,1,same,ca_detail_1762512310071
2000,31,13,TUNDRA,1.009,1.851,2.0,100.0,0,1,population,ca_detail_1762513249309-pop1250
400,25,14,TUNDRA,0.616,2.0,1.109,74.28,38,1,steps,ca_detail_1762512748570
1200,10,28,OZEAN,0.522,1.936,1.119,100.4,41,1,steps,ca_detail_1762512788880
2000,46,21,SUMPF,2.0,2.0,0.768,200.0,301,1,seed,ca_detail_1762512624538
2000,20,26,WÜSTE,0.645,2.0,1.232,13.2,14,1,population,ca_detail_1762513304195-pop2500
2000,46,0,GRASLAND,0.876,1.913,0.555,200.0,124,1,population,ca_detail_1762512974066-pop1
2000,27,22,OZEAN,1.57,1.649,2.0,200.0,217,1,seed,ca_detail_1762512483895
2000,0,28,WALD,0.728,2.0,0.957,150.0,35,1,same,ca_detail_1762512370832
2000,30,35,GRASLAND,2.0,1.321,2.0,100.0,0,1,seed,ca_detail_1762512598970
2000,26,35,WALD,0.989,2.0,2.0,142.92,80,1,steps,ca_detail_1762512849242
2000,37,30,GRASLAND,0.506,2.0,1.873,116.2,1,1,seed,ca_detail_1762512598970
2000,28,43,GRASLAND,1.308,1.68,2.0,175.88,75,1,seed,ca_detail_1762512570763
2000,49,27,GRASLAND,0.945,0.946,0.874,200.0,1892,1,population,ca_detail_1762513304195-pop2500
2000,16,1,VULKAN,1.79,2.0,1.456,34.39,8,1,population,ca_detail_1762513065927-pop50
2000,4,9,GRASLAND,0.573,2.0,1.067,200.0,263,1,population,ca_detail_1762513249309-pop1250
2000,34,43,TUNDRA,2.0,1.56,2.0,66.65,187,1,same,ca_detail_1762512398038
2000,17,4,GRASLAND,0.5,1.645,1.379,187.72,76,1,same,ca_detail_1762512270723
2000,39,1,WALD,0.826,1.55,1.952,200.0,46,1,seed,ca_detail_1762512570763
2000,4,3,VULKAN,1.142,1.318,2.0,90.07,1,1,seed,ca_detail_1762512483895
2000,46,34,VULKAN,1.579,1.94,1.566,21.68,9,1,seed,ca_detail_1762512483895
2000,23,3,VULKAN,1.05,1.133,1.732,79.19,2,1,population,ca_detail_1762513065927-pop50
2000,30,42,GRASLAND,1.973,1.859,0.787,200.0,191,1,same,ca_detail_1762512270723
2000,28,12,SUMPF,0.828,2.0,0.871,200.0,368,1,same,ca_detail_1762512270723
400,25,15,GEBIRGE,0.5,2.0,0.782,69.18,15,1,steps,ca_detail_1762512748570
2000,5,42,GEBIRGE,0.991,2.0,0.531,80.54,118,1,same,ca_detail_1762512270723
2000,11,0,TUNDRA,2.0,2.0,1.339,76.15,109,1,same,ca_detail_1762512310071
2000,9,5,OZEAN,0.578,1.898,1.228,200.0,180,1,population,ca_detail_1762513065927-pop50
2000,8,2,WALD,0.5,2.0,0.513,200.0,313,1,same,ca_detail_1762512346105
2000,10,7,GRASLAND,1.0,1.126,1.0,200.0,1840,1,population,ca_detail_1762513249309-pop1250
2000,27,43,WÜSTE,0.667,1.007,1.048,52.16,5,1,seed,ca_detail_1762512570763
2000,4,16,GEBIRGE,0.883,1.995,0.633,200.0,949,1,population,ca_detail_1762513249309-pop1250
2000,16,21,OZEAN,1.466,1.228,1.124,200.0,173,1,population,ca_detail_1762512974066-pop1
1200,26,28,SUMPF,1.09,1.895,0.695,200.0,578,1,steps,ca_detail_1762512788880
2000,14,12,SUMPF,0.934,2.0,0.982,200.0,77,1,same,ca_detail_1762512398038
2000,39,13,TUNDRA,1.107,2.0,1.582,171.21,1058,1,same,ca_detail_1762512346105
2000,24,15,OZEAN,0.612,2.0,1.513,200.0,441,1,population,ca_detail_1762512974066-pop1
2000,24,28,WALD,0.531,1.461,0.71,200.0,378,1,population,ca_detail_1762513304195-pop2500
2000,26,20,GEBIRGE,0.793,2.0,0.75,200.0,312,1,population,ca_detail_1762513249309-pop1250
2000,5,21,SUMPF,1.116,2.0,2.0,200.0,215,1,steps,ca_detail_1762512849242
2000,25,39,VULKAN,1.238,2.0,0.918,25.6,9,1,same,ca_detail_1762512398038
1200,48,4,WÜSTE,0.827,2.0,1.505,87.86,2,1,steps,ca_detail_1762512788880
2000,1,0,VULKAN,2.0,1.708,0.696,45.27,6,1,seed,ca_detail_1762512446573
1200,4,5,VULKAN,0.721,2.0,1.49,39.8,7,1,steps,ca_detail_1762512788880
400,33,4,TUNDRA,1.138,1.335,0.757,13.63,15,1,steps,ca_detail_1762512748570
2000,47,48,GRASLAND,1.256,1.52,1.628,200.0,701,1,same,ca_detail_1762512370832
2000,48,3,SUMPF,1.177,2.0,2.0,200.0,77,1,same,ca_detail_1762512310071
2000,5,45,WALD,2.0,1.379,1.228,199.72,34,1,seed,ca_detail_1762512483895
400,9,40,GEBIRGE,1.398,1.242,1.135,71.17,228,1,steps,ca_detail_1762512748570
1600,17,19,WÜSTE,0.933,1.876,1.594,193.48,325,1,steps,ca_detail_1762512804294
800,25,5,GRASLAND,1.015,2.0,1.092,200.0,167,1,steps,ca_detail_1762512767599
2000,47,19,OZEAN,1.867,2.0,1.145,200.0,633,1,population,ca_detail_1762513249309-pop1250
2000,31,20,GEBIRGE,0.558,2.0,1.262,200.0,339,1,same,ca_detail_1762512370832
2000,20,5,VULKAN,2.0,2.0,2.0,9.89,12,1,population,ca_detail_1762513249309-pop1250
2000,39,14,WALD,0.636,2.0,1.127,200.0,878,1,seed,ca_detail_1762512570763
800,15,16,VULKAN,1.068,1.561,0.665,115.32,753,1,steps,ca_detail_1762512767599
2000,21,7,SUMPF,0.969,2.0,0.811,200.0,608,1,seed,ca_detail_1762512624538
2000,10,40,OZEAN,0.832,2.0,1.6,200.0,627,1,seed,ca_detail_1762512446573
2000,24,35,WALD,1.331,1.625,1.15,179.05,33,1,population,ca_detail_1762513195633-pop625
1600,19,45,WALD,1.619,1.782,2.0,200.0,33,1,steps,ca_detail_1762512804294
800,33,31,WALD,1.236,2.0,0.5,200.0,438,1,steps,ca_detail_1762512767599
2000,45,16,VULKAN,0.701,1.798,1.062,1.49,11,1,seed,ca_detail_1762512598970
2000,11,44,SUMPF,1.639,1.9,2.0,200.0,66,1,same,ca_detail_1762512370832
2000,11,37,SUMPF,1.215,1.731,0.5,170.71,64,1,seed,ca_detail_1762512624538
2000,17,39,WÜSTE,0.851,2.0,1.553,22.09,13,1,population,ca_detail_1762513065927-pop50
2000,15,15,TUNDRA,1.301,2.0,1.584,86.23,69,1,seed,ca_detail_1762512483895
1200,41,14,OZEAN,0.717,1.623,1.171,200.0,216,1,steps,ca_detail_1762512788880
2000,30,21,SUMPF,1.038,2.0,1.029,82.41,117,1,population,ca_detail_1762513304195-pop2500
1600,11,49,GRASLAND,0.5,2.0,1.282,200.0,891,1,steps,ca_detail_1762512804294
2000,25,27,WALD,2.0,2.0,1.91,200.0,1330,1,population,ca_detail_1762513249309-pop1250
2000,47,2,WALD,0.725,2.0,0.596,200.0,170,1,seed,ca_detail_1762512570763
1600,35,5,TUNDRA,0.569,2.0,1.875,35.39,608,1,steps,ca_detail_1762512804294
2000,45,26,WALD,0.964,1.244,0.711,200.0,833,1,population,ca_detail_1762512974066-pop1
1600,25,21,WALD,0.676,1.442,1.378,150.0,100,1,steps,ca_detail_1762512804294
2000,12,33,WÜSTE,0.828,2.0,2.0,82.42,3,1,population,ca_detail_1762513249309-pop1250
2000,0,37,WALD,0.909,2.0,1.696,200.0,750,1,same,ca_detail_1762512346105
2000,48,21,GEBIRGE,0.684,1.99,0.5,200.0,897,1,seed,ca_detail_1762512446573
400,6,2,WÜSTE,0.5,1.269,0.732,65.88,4,1,steps,ca_detail_1762512748570
2000,1,8,VULKAN,0.847,2.0,1.709,82.8,2,1,seed,ca_detail_1762512570763
1600,11,37,WALD,0.649,2.0,1.042,200.0,434,1,steps,ca_detail_1762512804294
2000,25,49,GEBIRGE,1.632,1.791,0.726,200.0,509,1,steps,ca_detail_1762512849242
2000,33,18,OZEAN,0.558,2.0,1.262,200.0,335,1,same,ca_detail_1762512370832
2000,45,43,GRASLAND,2.0,2.0,1.158,200.0,13,1,population,ca_detail_1762513304195-pop2500
2000,44,42,VULKAN,1.18,2.0,0.704,48.4,6,1,seed,ca_detail_1762512598970
2000,20,39,GRASLAND,0.763,1.696,0.909,200.0,258,1,seed,ca_detail_1762512598970
2000,8,2,GEBIRGE,1.071,1.881,0.721,200.0,923,1,seed,ca_detail_1762512483895
2000,32,23,WALD,0.612,1.344,0.668,110.83,22,1,same,ca_detail_1762512398038
2000,19,43,TUNDRA,1.686,1.994,2.0,99.21,99,1,population,ca_detail_1762513304195-pop2500
2000,11,42,WALD,1.401,2.0,0.5,200.0,48,1,seed,ca_detail_1762512624538
2000,13,25,WALD,0.608,0.983,0.752,200.0,1920,1,same,ca_detail_1762512270723
2000,20,0,WALD,2.0,1.912,0.5,200.0,716,1,seed,ca_detail_1762512624538
2000,45,25,WALD,0.783,1.442,1.437,144.5,102,1,seed,ca_detail_1762512446573
2000,20,14,GRASLAND,0.843,2.0,0.859,182.4,86,1,same,ca_detail_1762512346105
2000,2,0,TUNDRA,0.869,2.0,0.982,82.94,289,1,steps,ca_detail_1762512849242
2000,21,15,GEBIRGE,1.005,2.0,1.153,200.0,632,1,population,ca_detail_1762513249309-pop1250
2000,34,34,WÜSTE,1.368,1.522,0.687,69.36,4,1,seed,ca_detail_1762512446573
2000,35,17,WÜSTE,0.5,1.477,2.0,76.58,3,1,same,ca_detail_1762512310071
1200,14,37,SUMPF,1.06,1.612,1.463,200.0,215,1,steps,ca_detail_1762512788880
2000,49,46,GRASLAND,1.411,1.58,2.0,200.0,808,1,seed,ca_detail_1762512483895
2000,20,34,GEBIRGE,0.606,1.799,1.521,175.57,695,1,same,ca_detail_1762512270723
2000,3,8,OZEAN,2.0,2.0,0.5,200.0,402,1,same,ca_detail_1762512398038
400,31,25,GRASLAND,1.184,2.0,0.801,200.0,26,1,steps,ca_detail_1762512748570
2000,27,31,WÜSTE,1.96,1.531,2.0,3.98,20,1,population,ca_detail_1762513249309-pop1250
2000,22,36,GEBIRGE,1.322,1.742,0.998,109.39,53,1,same,ca_detail_1762512310071
2000,6,22,WÜSTE,2.0,2.0,0.87,2.79,36,1,seed,ca_detail_1762512624538
2000,4,24,GEBIRGE,2.0,1.583,1.172,65.23,119,1,same,ca_detail_1762512310071
2000,44,17,OZEAN,1.858,2.0,1.165,200.0,473,1,seed,ca_detail_1762512483895
2000,23,42,WÜSTE,1.731,2.0,2.0,17.33,28,1,seed,ca_detail_1762512446573
2000,31,10,GEBIRGE,0.506,2.0,0.993,200.0,276,1,same,ca_detail_1762512398038
800,45,14,SUMPF,0.889,1.888,1.59,179.11,45,1,steps,ca_detail_1762512767599
2000,23,47,VULKAN,1.274,2.0,0.744,39.8,7,1,seed,ca_detail_1762512570763
2000,14,3,WÜSTE,1.599,1.924,1.991,55.74,12,1,same,ca_detail_1762512398038
1200,37,15,GEBIRGE,0.5,1.915,0.858,92.15,117,1,steps,ca_detail_1762512788880
2000,39,35,VULKAN,0.95,1.556,2.0,15.24,9,1,population,ca_detail_1762512974066-pop1
2000,48,24,SUMPF,2.0,2.0,1.216,162.99,76,1,population,ca_detail_1762513249309-pop1250
2000,30,4,WÜSTE,0.712,1.491,1.501,92.24,1,1,population,ca_detail_1762512974066-pop1
1600,2,11,WÜSTE,1.641,2.0,1.546,40.31,17,1,steps,ca_detail_1762512804294
2000,9,34,WÜSTE,0.5,1.445,0.756,12.93,11,1,same,ca_detail_1762512310071
2000,25,17,SUMPF,1.718,0.914,0.903,200.0,1106,1,population,ca_detail_1762513304195-pop2500
2000,36,24,WÜSTE,1.708,2.0,1.304,31.5,411,1,same,ca_detail_1762512310071
2000,10,11,WÜSTE,1.073,2.0,1.414,200.0,313,1,same,ca_detail_1762512270723
2000,6,30,WALD,0.84,1.906,1.427,168.51,4,1,steps,ca_detail_1762512849242
2000,5,29,GEBIRGE,0.84,1.906,1.427,98.25,37,1,steps,ca_detail_1762512849242
2000,32,7,GEBIRGE,1.241,1.995,0.664,200.0,101,1,seed,ca_detail_1762512598970
2000,44,21,GRASLAND,0.809,2.0,0.5,200.0,262,1,seed,ca_detail_1762512624538
2000,36,0,TUNDRA,1.448,1.663,1.622,71.91,365,1,steps,ca_detail_1762512849242
1600,6,2,WÜSTE,0.939,2.0,2.0,126.84,180,1,steps,ca_detail_1762512804294
2000,43,48,WALD,1.327,1.223,1.521,200.0,522,1,same,ca_detail_1762512270723
2000,25,47,GRASLAND,0.932,1.648,1.39,135.4,121,1,same,ca_detail_1762512398038
2000,13,31,WÜSTE,0.736,2.0,2.0,51.81,8,1,seed,ca_detail_1762512570763
2000,5,44,GEBIRGE,0.907,1.353,2.0,23.41,85,1,population,ca_detail_1762513195633-pop625
2000,3,25,VULKAN,1.281,2.0,2.0,14.0,10,1,steps,ca_detail_1762512849242
2000,9,27,TUNDRA,0.622,2.0,1.726,58.07,248,1,population,ca_detail_1762513304195-pop2500
2000,41,45,TUNDRA,1.604,2.0,0.639,95.56,4,1,population,ca_detail_1762513304195-pop2500
2000,11,18,GRASLAND,2.0,1.42,1.45,200.0,132,1,same,ca_detail_1762512310071
1200,5,23,WALD,0.611,2.0,1.512,200.0,132,1,steps,ca_detail_1762512788880
2000,19,15,GRASLAND,0.917,2.0,2.0,200.0,624,1,population,ca_detail_1762513065927-pop50
2000,34,49,VULKAN,0.5,2.0,0.939,22.6,9,1,same,ca_detail_1762512370832
800,41,21,VULKAN,1.168,2.0,0.858,91.4,1,1,steps,ca_detail_1762512767599
2000,16,35,GEBIRGE,1.709,2.0,0.843,200.0,315,1,population,ca_detail_1762513304195-pop2500
400,6,12,GRASLAND,1.125,2.0,1.149,200.0,156,1,steps,ca_detail_1762512748570
2000,21,9,TUNDRA,0.5,2.0,2.0,22.87,387,1,population,ca_detail_1762513249309-pop1250
1200,32,13,WÜSTE,0.803,2.0,1.475,44.74,9,1,steps,ca_detail_1762512788880
2000,44,2,WALD,0.526,2.0,1.113,100.0,0,1,population,ca_detail_1762512974066-pop1
800,16,40,GRASLAND,0.56,1.552,0.656,200.0,26,1,steps,ca_detail_1762512767599
2000,29,2,WALD,2.0,2.0,2.0,200.0,75,1,seed,ca_detail_1762512598970
2000,21,36,OZEAN,0.645,2.0,0.856,200.0,1550,1,population,ca_detail_1762512974066-pop1
2000,8,33,WÜSTE,1.716,2.0,2.0,73.3,511,1,seed,ca_detail_1762512446573
1200,43,38,TUNDRA,1.492,1.749,1.267,62.91,233,1,steps,ca_detail_1762512788880
400,20,46,GEBIRGE,1.493,1.768,0.5,139.74,23,1,steps,ca_detail_1762512748570
2000,31,33,VULKAN,0.586,2.0,0.665,68.4,437,1,same,ca_detail_1762512346105
2000,33,45,OZEAN,2.0,1.898,2.0,200.0,526,1,steps,ca_detail_1762512849242
2000,43,40,GEBIRGE,1.553,1.873,2.0,162.17,23,1,seed,ca_detail_1762512624538
800,34,22,GEBIRGE,1.53,2.0,0.561,200.0,286,1,steps,ca_detail_1762512767599
2000,3,37,VULKAN,1.398,1.722,1.766,45.43,6,1,same,ca_detail_1762512398038
1200,9,19,GEBIRGE,0.559,2.0,1.355,200.0,322,1,steps,ca_detail_1762512788880
2000,28,33,WALD,0.678,2.0,1.272,200.0,122,1,population,ca_detail_1762513195633-pop625
2000,5,31,TUNDRA,0.623,2.0,1.207,99.43,1,1,same,ca_detail_1762512310071
2000,29,22,OZEAN,0.5,2.0,0.5,162.96,25,1,same,ca_detail_1762512346105
2000,7,26,WALD,0.768,1.713,0.598,200.0,113,1,seed,ca_detail_1762512598970
2000,30,4,WÜSTE,1.539,2.0,0.945,95.47,1,1,same,ca_detail_1762512270723
2000,38,39,WÜSTE,1.641,2.0,1.418,127.87,248,1,population,ca_detail_1762512974066-pop1
2000,18,6,GEBIRGE,2.0,2.0,0.873,200.0,170,1,seed,ca_detail_1762512624538
2000,43,34,VULKAN,2.0,2.0,1.071,20.73,190,1,population,ca_detail_1762513249309-pop1250
2000,1,5,OZEAN,0.59,1.58,0.857,200.0,202,1,population,ca_detail_1762513249309-pop1250
2000,29,30,OZEAN,1.96,1.875,2.0,159.99,83,1,population,ca_detail_1762513249309-pop1250
2000,10,9,WÜSTE,0.5,2.0,1.979,31.8,11,1,seed,ca_detail_1762512598970
2000,7,34,GEBIRGE,1.219,2.0,1.956,200.0,460,1,population,ca_detail_1762513249309-pop1250
2000,39,6,VULKAN,1.358,1.256,2.0,78.97,304,1,population,ca_detail_1762513065927-pop50
2000,31,26,VULKAN,0.631,1.439,1.207,22.7,8,1,same,ca_detail_1762512270723
400,20,39,VULKAN,0.916,1.932,0.967,21.55,9,1,steps,ca_detail_1762512748570
2000,34,48,SUMPF,0.847,1.587,1.504,200.0,820,1,same,ca_detail_1762512270723
2000,31,40,SUMPF,1.883,2.0,2.0,152.52,10,1,population,ca_detail_1762513195633-pop625
2000,5,5,WALD,1.226,1.675,1.577,57.75,102,1,same,ca_detail_1762512310071
2000,40,42,SUMPF,0.91,2.0,1.243,200.0,273,1,seed,ca_detail_1762512570763
2000,13,17,WALD,1.065,1.66,0.703,200.0,165,1,seed,ca_detail_1762512570763
2000,45,13,TUNDRA,1.515,1.986,1.503,14.55,999,1,seed,ca_detail_1762512624538
2000,8,17,WALD,1.364,2.0,1.263,200.0,230,1,same,ca_detail_1762512398038
2000,1,16,WALD,0.748,2.0,0.987,200.0,286,1,seed,ca_detail_1762512483895
2000,1,5,OZEAN,2.0,2.0,1.21,173.51,39,1,population,ca_detail_1762512974066-pop1
2000,17,12,TUNDRA,2.0,1.803,1.394,72.49,334,1,seed,ca_detail_1762512598970
2000,44,24,WALD,0.592,2.0,0.965,200.0,128,1,population,ca_detail_1762513195633-pop625
2000,31,29,SUMPF,0.5,1.918,1.933,200.0,1533,1,population,ca_detail_1762513195633-pop625
2000,5,21,SUMPF,1.593,1.502,0.7,80.09,49,1,same,ca_detail_1762512310071
800,16,15,VULKAN,0.5,1.951,1.564,27.65,299,1,steps,ca_detail_1762512767599
2000,35,45,OZEAN,1.974,1.412,2.0,200.0,151,1,steps,ca_detail_1762512849242
2000,31,14,GEBIRGE,1.883,1.836,1.994,156.29,474,1,population,ca_detail_1762512974066-pop1
1200,38,21,WALD,1.157,2.0,0.5,200.0,488,1,steps,ca_detail_1762512788880
2000,18,26,WALD,0.624,1.564,1.489,162.4,118,1,population,ca_detail_1762513195633-pop625
2000,22,42,GRASLAND,2.0,1.48,1.175,200.0,377,1,population,ca_detail_1762513195633-pop625
2000,21,15,GEBIRGE,1.265,1.137,2.0,85.54,3,1,same,ca_detail_1762512398038
400,39,18,WALD,1.497,1.723,0.808,200.0,53,1,steps,ca_detail_1762512748570
400,29,42,TUNDRA,1.051,2.0,0.672,24.76,68,1,steps,ca_detail_1762512748570
2000,35,32,GEBIRGE,1.803,2.0,0.969,200.0,146,1,same,ca_detail_1762512346105
2000,20,27,TUNDRA,1.634,2.0,0.909,91.01,11,1,same,ca_detail_1762512346105
400,17,5,WÜSTE,0.501,2.0,0.695,31.8,11,1,steps,ca_detail_1762512748570
2000,47,41,VULKAN,1.206,2.0,1.022,91.4,1,1,same,ca_detail_1762512310071
2000,23,21,OZEAN,1.062,2.0,0.552,138.87,11,1,same,ca_detail_1762512346105
2000,24,12,GRASLAND,2.0,2.0,0.56,200.0,1573,1,seed,ca_detail_1762512570763
2000,4,40,TUNDRA,1.313,2.0,2.0,95.67,274,1,same,ca_detail_1762512370832
2000,15,29,WALD,1.628,2.0,2.0,200.0,51,1,seed,ca_detail_1762512570763
2000,30,26,TUNDRA,0.5,2.0,0.565,50.83,312,1,same,ca_detail_1762512398038
2000,38,44,GEBIRGE,1.273,1.526,0.582,168.32,179,1,seed,ca_detail_1762512446573
2000,38,9,SUMPF,1.052,2.0,1.721,200.0,164,1,same,ca_detail_1762512270723
2000,27,44,WALD,0.732,1.628,0.5,200.0,1155,1,same,ca_detail_1762512270723
2000,28,9,GRASLAND,1.743,2.0,1.636,200.0,671,1,same,ca_detail_1762512346105
2000,3,16,GRASLAND,2.0,1.887,0.953,200.0,291,1,population,ca_detail_1762512974066-pop1
2000,46,40,TUNDRA,2.0,2.0,2.0,55.73,44,1,same,ca_detail_1762512398038
2000,37,17,VULKAN,1.469,2.0,0.652,48.4,6,1,seed,ca_detail_1762512446573
1600,0,19,VULKAN,0.583,1.967,0.735,5.24,36,1,steps,ca_detail_1762512804294
2000,18,35,WÜSTE,1.827,1.939,1.231,89.12,262,1,same,ca_detail_1762512310071
2000,31,32,TUNDRA,2.0,2.0,2.0,50.78,6,1,same,ca_detail_1762512370832
1200,33,8,GEBIRGE,0.785,2.0,1.965,105.69,3,1,steps,ca_detail_1762512788880
2000,35,8,GEBIRGE,0.665,2.0,2.0,200.0,310,1,seed,ca_detail_1762512446573
2000,14,15,TUNDRA,2.0,2.0,0.96,87.17,20,1,same,ca_detail_1762512346105
1200,24,9,VULKAN,0.586,2.0,2.0,22.6,9,1,steps,ca_detail_1762512788880
2000,6,41,GRASLAND,1.463,1.342,0.905,200.0,345,1,steps,ca_detail_1762512849242
2000,0,4,WÜSTE,0.676,1.454,2.0,92.11,1,1,same,ca_detail_1762512270723
800,29,24,WALD,0.906,2.0,0.808,200.0,627,1,steps,ca_detail_1762512767599
2000,4,37,OZEAN,0.742,2.0,2.0,200.0,515,1,seed,ca_detail_1762512483895
2000,46,2,WÜSTE,0.5,1.941,1.605,67.52,4,1,same,ca_detail_1762512398038
2000,45,34,WÜSTE,0.623,1.225,1.315,4.38,11,1,seed,ca_detail_1762512624538
2000,46,32,SUMPF,1.174,2.0,1.908,200.0,433,1,same,ca_detail_1762512270723
800,47,23,TUNDRA,0.85,2.0,0.904,80.85,21,1,steps,ca_detail_1762512767599
2000,38,6,SUMPF,1.2,2.0,1.538,200.0,214,1,population,ca_detail_1762513065927-pop50
2000,24,37,GEBIRGE,1.276,2.0,2.0,200.0,155,1,seed,ca_detail_1762512446573
400,15,44,GRASLAND,0.996,1.6,0.769,200.0,318,1,steps,ca_detail_1762512748570
2000,4,42,TUNDRA,1.748,2.0,0.645,1.46,95,1,seed,ca_detail_1762512624538
2000,39,13,TUNDRA,0.5,1.757,2.0,38.71,36,1,same,ca_detail_1762512398038
2000,13,13,WALD,1.526,1.531,2.0,200.0,195,1,population,ca_detail_1762512974066-pop1
2000,41,35,VULKAN,1.463,1.739,1.756,0.61,358,1,steps,ca_detail_1762512849242
2000,12,23,SUMPF,0.5,2.0,2.0,82.0,4,1,steps,ca_detail_1762512849242
1200,19,24,WÜSTE,2.0,1.898,1.063,126.29,370,1,steps,ca_detail_1762512788880
2000,48,26,WÜSTE,2.0,1.46,0.5,48.03,8,1,seed,ca_detail_1762512624538
2000,32,23,WALD,0.612,1.803,2.0,200.0,83,1,seed,ca_detail_1762512446573
2000,46,44,SUMPF,0.816,2.0,1.243,200.0,434,1,population,ca_detail_1762513249309-pop1250
2000,16,6,OZEAN,2.0,2.0,1.305,200.0,145,1,steps,ca_detail_1762512849242
2000,24,35,VULKAN,0.917,2.0,2.0,82.8,2,1,seed,ca_detail_1762512446573
2000,29,44,OZEAN,0.5,1.303,0.8,54.59,18,1,seed,ca_detail_1762512598970
400,23,37,WALD,0.966,2.0,1.37,200.0,73,1,steps,ca_detail_1762512748570
2000,40,13,SUMPF,1.207,2.0,1.165,200.0,338,1,steps,ca_detail_1762512849242
